"Id","Predicted"
3,0.243070345124333
15,0.215323742811
19,0.275556083971666
21,0.423960584005733
26,0.29266884898
30,0.283818947160334
34,0.57961060044
35,0.243126684474667
37,0.273733749478334
38,0.5198428416718
42,0.3071768861135
46,0.33409891398
47,0.424920168146666
48,0.221521711878
56,0.229267381060167
63,0.317692303055833
66,0.294942056073333
69,0.327872186583667
73,0.636227070313833
78,0.221378585608667
81,0.3043967300686
82,0.416674027373333
90,0.359940383038233
95,0.3348122893575
98,0.305752007226
107,0.238055175008333
108,0.418937554844367
114,0.202503314235333
119,0.113612913614
125,0.258626630258666
128,0.335180938874767
130,0.419768746815
141,0.340429204703867
142,0.377107429281867
145,0.427484985746667
148,0.2165436231625
153,0.296288312423967
162,0.300879880146666
166,0.225470724739
169,0.285227874354667
172,0.318889031802433
174,0.391149207746799
180,0.311783508091
183,0.490326477938999
184,0.4103193757845
186,0.1689351743465
193,0.250561013582
195,0.2508247919925
199,0.1899119235325
200,0.2861979960095
202,0.206675199554666
209,0.353986824415433
225,0.180821711070167
230,0.190251087904
239,0.268813062889334
242,0.419633680716267
248,0.294834809429
250,0.273664123926666
254,0.338965752771666
256,0.242331350022166
257,0.277505005567167
259,0.368343495971667
265,0.521926593248333
266,0.200480024039833
269,0.2123986787525
275,0.228605393414333
290,0.391863817060001
291,0.322255397128333
292,0.344031324315167
293,0.295640041481834
298,0.244169150663167
303,0.288077284271833
304,0.234083361124167
310,0.49408700716
313,0.227296288890333
314,0.443253845550433
315,0.314619852597001
316,0.241342794184333
325,0.340470442355067
328,0.3911210256042
329,0.626874474221667
330,0.266256871158167
331,0.544445400509167
338,0.230132844270167
344,0.48189889506
346,0.301184389099
347,0.243151065973334
356,0.342999499137566
358,0.424092624071666
363,0.295083732265
365,0.2443199398935
370,0.2530390422755
379,0.4457083440351
380,0.539781132988
390,0.569070843838468
392,0.323576264021666
394,0.254002156717167
397,0.62047144235
409,0.2446481330695
411,0.266257954871333
412,0.206329872722667
413,0.292895776234334
415,0.279260141483167
416,0.2797479663
424,0.3513393734135
429,0.279976807072833
430,0.638771259591666
441,0.4666748634036
442,0.442546772675
456,0.239014326544333
457,0.258182327379667
458,0.330574032197266
462,0.514888949775
463,0.237899949180833
473,0.2603879754435
482,0.202268328961833
487,0.276672481625
498,0.259730611025833
502,0.2530342174585
505,0.323542074875833
509,0.3599967796575
511,0.189542503729333
512,0.242699910193
513,0.479499262718333
517,0.387156590373333
518,0.565101310036666
520,0.59606980729
522,0.313266120781
524,0.178394581147
530,0.310359955790167
531,0.428453350988333
535,0.236444045880667
549,0.386144616548333
550,0.634340321793334
553,0.4543993828399
554,0.223959003516167
564,0.290582588379833
577,0.281253810134833
578,0.253900998107833
581,0.330293595634001
586,0.437623448479234
590,0.209932389835167
592,0.295204081889
597,0.614299706641667
598,0.358228014878867
600,0.210998678569333
601,0.547423412824332
603,0.635163834859533
605,0.363314515385533
612,0.494982435736667
616,0.26807720325
618,0.243537887564
619,0.264590555195166
620,0.102496234242333
622,0.432351302487166
623,0.218488146013833
624,0.312177225826667
627,0.3728141680537
632,0.301076042951433
635,0.2483552470015
638,0.507821825615
643,0.220071302005333
647,0.380580388449067
650,0.275344573416833
669,0.2111211425155
673,0.249393740565
675,0.281027777710333
676,0.259823585781333
679,0.251623288443667
680,0.254434786180833
683,0.212371846868
685,0.439810670316166
690,0.406238919254667
703,0.469239812006434
704,0.474946767461334
708,0.288760155723334
710,0.2924956567333
713,0.3261202170757
714,0.2950896212065
715,0.2286268775635
718,0.167083599163167
719,0.430617079849866
721,0.2948618581275
725,0.397667574260367
728,0.261376191677
733,0.3608573648515
740,0.393111670345
744,0.286483551315833
745,0.325936151577833
748,0.400649828180566
754,0.4200922933202
757,0.195672126217166
759,0.572983257423333
765,0.168173550206166
766,0.2014703074765
775,0.52177627192
779,0.265001474896667
780,0.3183926851686
789,0.348169797289834
790,0.487552494343601
796,0.555113837545
