"Id","Predicted"
3,0.214703246951103
15,0.193665251135826
19,0.25969797372818
21,0.570355355739594
26,0.23604242503643
30,0.255231916904449
34,0.635304927825928
35,0.211869969964027
37,0.257420748472214
38,0.547236859798431
42,0.338839501142502
46,0.384694129228592
47,0.612005293369293
48,0.167666003108025
56,0.224446833133698
63,0.352995097637177
66,0.311586976051331
69,0.398037999868393
73,0.678295612335205
78,0.164484918117523
81,0.237969249486923
82,0.362467736005783
90,0.361402213573456
95,0.364993095397949
98,0.293084770441055
107,0.214869126677513
108,0.461342543363571
114,0.198083996772766
119,0.117215678095818
125,0.238467767834663
128,0.290157079696655
130,0.329162329435349
141,0.390630125999451
142,0.328353881835938
145,0.386940091848373
148,0.193295627832413
153,0.234345227479935
162,0.293487370014191
166,0.226669803261757
169,0.230328410863876
172,0.243860676884651
174,0.369154959917068
180,0.300619602203369
183,0.49284365773201
184,0.435952723026276
186,0.119218423962593
193,0.212362930178642
195,0.230769902467728
199,0.195173397660255
200,0.256751835346222
202,0.192876189947128
209,0.375993996858597
225,0.177501365542412
230,0.186877444386482
239,0.243662416934967
242,0.392396032810211
248,0.250833243131638
250,0.243312701582909
254,0.403249591588974
256,0.254104524850845
257,0.293214529752731
259,0.434639632701874
265,0.653491616249084
266,0.190142631530762
269,0.154479056596756
275,0.23377987742424
290,0.426955282688141
291,0.340915977954865
292,0.347444146871567
293,0.25797313451767
298,0.194787919521332
303,0.325318932533264
304,0.195727527141571
310,0.50805938243866
313,0.178709760308266
314,0.407229542732239
315,0.337388694286346
316,0.226620212197304
325,0.339210867881775
328,0.408101946115494
329,0.586660742759705
330,0.227026119828224
331,0.56846010684967
338,0.217319786548615
344,0.453382790088654
346,0.191683575510979
347,0.309671938419342
356,0.309483528137207
358,0.451349079608917
363,0.302994877099991
365,0.214975669980049
370,0.253919422626495
379,0.543980538845062
380,0.516203105449677
390,0.670494973659515
392,0.279807031154633
394,0.25585612654686
397,0.583089113235474
409,0.231648400425911
411,0.229420676827431
412,0.187561333179474
413,0.32469853758812
415,0.247226685285568
416,0.295069932937622
424,0.522244513034821
429,0.346023947000504
430,0.695028185844421
441,0.51862096786499
442,0.35330793261528
456,0.188113629817963
457,0.275400072336197
458,0.284474343061447
462,0.620381414890289
463,0.226721122860909
473,0.278149664402008
482,0.203921586275101
487,0.236328542232513
498,0.283662766218185
502,0.215977728366852
505,0.376779437065125
509,0.322055548429489
511,0.152996748685837
512,0.25381326675415
513,0.427895724773407
517,0.38445109128952
518,0.499363869428635
520,0.544575929641724
522,0.330228000879288
524,0.168785333633423
530,0.489575922489166
531,0.39145028591156
535,0.234328985214233
549,0.355609118938446
550,0.553019642829895
553,0.554714858531952
554,0.230162933468819
564,0.295320153236389
577,0.265900671482086
578,0.173649162054062
581,0.374017208814621
586,0.471223264932632
590,0.198616653680801
592,0.216007277369499
597,0.572325468063354
598,0.298648357391357
600,0.237669914960861
601,0.572670519351959
603,0.61214679479599
605,0.415820896625519
612,0.393783509731293
616,0.278261810541153
618,0.226017728447914
619,0.295085728168488
620,0.152126237750053
622,0.403767913579941
623,0.205631196498871
624,0.232026293873787
627,0.387469708919525
632,0.256460040807724
635,0.275089234113693
638,0.457050323486328
643,0.179628565907478
647,0.373353481292725
650,0.225506439805031
669,0.186901897192001
673,0.221831724047661
675,0.245841607451439
676,0.203741565346718
679,0.277699798345566
680,0.278946459293365
683,0.200586229562759
685,0.515731453895569
690,0.453981071710587
703,0.413936376571655
704,0.680649876594543
708,0.230035319924355
710,0.246111512184143
713,0.352551013231277
714,0.290630608797073
715,0.179686814546585
718,0.163529872894287
719,0.472143977880478
721,0.278902590274811
725,0.373784482479095
728,0.289707869291306
733,0.431142330169678
