"Id","Predicted"
3,0.214631393551826
15,0.193274080753326
19,0.259479939937592
21,0.568785607814789
26,0.236865729093552
30,0.253752708435059
34,0.635227918624878
35,0.210589081048965
37,0.257492154836655
38,0.548482716083527
42,0.337636828422546
46,0.386724025011063
47,0.613707840442657
48,0.166524112224579
56,0.224745452404022
63,0.35446298122406
66,0.312102407217026
69,0.398383945226669
73,0.679066121578217
78,0.164660692214966
81,0.238745510578156
82,0.362488269805908
90,0.360637664794922
95,0.365660101175308
98,0.293756246566772
107,0.217094659805298
108,0.462578505277634
114,0.196566790342331
119,0.116877660155296
125,0.238772600889206
128,0.288194626569748
130,0.329022884368896
141,0.390368670225143
142,0.330487936735153
145,0.386576890945435
148,0.191989168524742
153,0.236250966787338
162,0.292128503322601
166,0.227617904543877
169,0.233032181859016
172,0.243365928530693
174,0.366942375898361
180,0.300117164850235
183,0.493038237094879
184,0.436816781759262
186,0.120343431830406
193,0.21281199157238
195,0.232920244336128
199,0.194631442427635
200,0.25740259885788
202,0.193379685282707
209,0.376944243907928
225,0.177051156759262
230,0.186228632926941
239,0.243678331375122
242,0.390704840421677
248,0.250077277421951
250,0.243959501385689
254,0.403612643480301
256,0.254919052124023
257,0.293623179197311
259,0.433749854564667
265,0.654447317123413
266,0.190393015742302
269,0.154681786894798
275,0.234415784478188
290,0.425546169281006
291,0.340448051691055
292,0.347645550966263
293,0.258299887180328
298,0.197241067886353
303,0.326014667749405
304,0.196922719478607
310,0.506776392459869
313,0.178666904568672
314,0.407455623149872
315,0.335830897092819
316,0.226671621203423
325,0.33852156996727
328,0.408059895038605
329,0.586160480976105
330,0.226366892457008
331,0.568612396717072
338,0.214962258934975
344,0.453743457794189
346,0.193026036024094
347,0.310554027557373
356,0.308517038822174
358,0.451803237199783
363,0.301407933235168
365,0.215345442295074
370,0.251451343297958
379,0.54565441608429
380,0.516947627067566
390,0.670658826828003
392,0.281371623277664
394,0.259448051452637
397,0.582317054271698
409,0.232123717665672
411,0.229891240596771
412,0.18941855430603
413,0.321546316146851
415,0.246680438518524
416,0.295001894235611
424,0.521371364593506
429,0.345312684774399
430,0.694456458091736
441,0.517769515514374
442,0.355317205190659
456,0.188066869974136
457,0.274817436933517
458,0.283586710691452
462,0.619926452636719
463,0.224580526351929
473,0.278493195772171
482,0.203897133469582
487,0.236563920974731
498,0.28504666686058
502,0.216219320893288
505,0.375998914241791
509,0.320492565631866
511,0.152779445052147
512,0.254450887441635
513,0.427068680524826
517,0.383122831583023
518,0.499967962503433
520,0.54534262418747
522,0.329822838306427
524,0.16814860701561
530,0.489661008119583
531,0.3932044506073
535,0.234297379851341
549,0.354162752628326
550,0.553497612476349
553,0.555684387683868
554,0.229114189743996
564,0.295802980661392
577,0.266922026872635
578,0.175457671284676
581,0.372853666543961
586,0.471251934766769
590,0.198935583233833
592,0.216476038098335
597,0.572807252407074
598,0.298879683017731
600,0.23894838988781
601,0.571500480175018
603,0.611202657222748
605,0.414186924695969
612,0.39362844824791
616,0.278478354215622
618,0.228474169969559
619,0.294108182191849
620,0.152895376086235
622,0.40356782078743
623,0.205823123455048
624,0.232130333781242
627,0.387626588344574
632,0.256161868572235
635,0.274799704551697
638,0.456225991249084
643,0.180700525641441
647,0.373062759637833
650,0.227339580655098
669,0.187416657805443
673,0.222407907247543
675,0.245259717106819
676,0.204155638813972
679,0.276173800230026
680,0.278436362743378
683,0.200387090444565
685,0.513527512550354
690,0.453970372676849
703,0.413496404886246
704,0.680457055568695
708,0.230194374918938
710,0.246292948722839
713,0.355513453483582
714,0.292226403951645
715,0.181353285908699
718,0.161902442574501
719,0.471931129693985
721,0.279325693845749
725,0.377431303262711
728,0.287326246500015
733,0.429707169532776
740,0.489411115646362
744,0.266405284404755
745,0.303544074296951
748,0.406565517187119
754,0.465091735124588
757,0.169342249631882
759,0.525568783283234
765,0.168422058224678
766,0.190510511398315
775,0.590469539165497
779,0.26012521982193
780,0.296370714902878
789,0.395041793584824
790,0.491302162408829
796,0.578817486763
801,0.322533220052719
803,0.296933233737946
806,0.188058838248253
807,0.361016243696213
812,0.278495162725449
817,0.155587673187256
824,0.309175699949265
830,0.394364565610886
833,0.183874249458313
835,0.198444679379463
838,0.295472174882889
853,0.228550300002098
856,0.450028449296951
859,0.167024075984955
867,0.23016557097435
869,0.403029501438141
873,0.227090895175934
881,0.386653661727905
883,0.330808758735657
889,0.274255216121674
890,0.461662709712982
894,0.153681248426437
897,0.627665400505066
900,0.169963955879211
902,0.318219900131226
904,0.356100529432297
905,0.498454004526138
911,0.606290876865387
912,0.174722924828529
914,0.248627722263336
924,0.29427495598793
929,0.508240580558777
932,0.616762936115265
943,0.206358641386032
948,0.425852745771408
949,0.179479911923409
951,0.18370595574379
952,0.616594970226288
953,0.441963165998459
959,0.246433615684509
960,0.426322907209396
963,0.299825966358185
968,0.585270881652832
970,0.183265447616577
978,0.343025326728821
